log_id,customer_key,log_date,topic,category,description,sentiment,channel,priority,resolution_date,agent_key
4316,7549,2023-10-04,Tarif,Vertrag,Preisgarantie Frage,Negativ,Email,Mittel,2023-10-11,112
4317,15164,2023-01-17,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Positiv,Chat,Mittel,2023-01-22,56
4318,11450,2024-08-04,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Hoch,2024-08-09,70
4319,9548,2024-06-10,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Hoch,2024-06-13,149
4320,14425,2024-11-20,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2024-11-21,160
4321,11002,2025-06-14,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,Email,Mittel,2025-06-16,146
4322,6283,2024-09-18,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,Telefon,Niedrig,2024-09-26,93
4323,19436,2023-08-16,Allgemein,Service,Informationsanfrage,Neutral,Chat,Niedrig,2023-08-25,144
4324,941,2024-08-04,Allgemein,Service,Kontaktdaten ändern,Neutral,Email,Mittel,2024-08-14,129
4325,15765,2025-03-14,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Kritisch,2025-03-15,109
4326,9249,2025-06-26,Speicher,Technisch,Kapazität gesunken,Neutral,Telefon,Hoch,2025-06-29,190
4327,3603,2024-09-29,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Telefon,Mittel,2024-10-05,35
4328,14657,2023-03-28,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2023-04-02,157
4329,5889,2025-05-14,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Email,Hoch,2025-05-21,73
4330,18481,2024-01-09,Speicher,Technisch,Kapazität gesunken,Neutral,Telefon,Kritisch,2024-01-11,190
4331,14512,2023-08-10,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Mittel,2023-08-21,193
4332,19154,2025-06-04,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Mittel,2025-06-04,97
4333,6586,2024-06-20,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Chat,Niedrig,2024-06-20,171
4334,4379,2023-05-27,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Telefon,Mittel,2023-06-03,159
4335,19641,2023-03-29,Solar,Technisch,Solaranlage Ertrag niedrig,Positiv,Telefon,Hoch,2023-03-30,114
4336,4382,2025-01-31,Tarif,Vertrag,Preisgarantie Frage,Neutral,Email,Mittel,2025-01-31,34
4337,18125,2023-04-01,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Email,Hoch,2023-04-04,119
4338,8228,2025-01-24,Solar,Technisch,Wechselrichter Fehler,Neutral,Chat,Mittel,2025-02-04,25
4339,6972,2024-08-24,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Mittel,2024-09-06,7
4340,908,2024-10-08,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2024-10-17,47
4341,14839,2023-01-25,Allgemein,Service,Lob,Positiv,App,Niedrig,2023-01-27,12
4342,16854,2023-01-21,Solar,Technisch,Wechselrichter Fehler,Neutral,Email,Hoch,2023-01-23,198
4343,12866,2024-11-14,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Kritisch,2024-11-18,7
4344,18792,2024-12-28,Wallbox,E-Mobility,Wallbox defekt,Negativ,Chat,Kritisch,2024-12-30,54
4345,18309,2023-03-01,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Hoch,2023-03-06,99
4346,12706,2024-05-01,Allgemein,Service,Beschwerde,Negativ,Telefon,Hoch,2024-05-02,158
4347,10728,2023-11-11,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,App,Mittel,2023-11-23,92
4348,4090,2023-07-20,Solar,Technisch,Einspeisevergütung Frage,Neutral,Chat,Mittel,2023-07-24,125
4349,4174,2023-05-04,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Email,Niedrig,2023-05-16,38
4350,6034,2023-01-30,Tarif,Vertrag,Umzug melden,Neutral,App,Mittel,2023-02-05,146
4351,9454,2024-06-12,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Telefon,Mittel,2024-06-22,34
4352,18908,2025-06-05,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Mittel,2025-06-06,115
4353,18335,2023-04-19,Allgemein,Service,Kontaktdaten ändern,Neutral,App,Mittel,2023-04-23,107
4354,4085,2023-04-26,Rechnung,Abrechnung,Abschlag anpassen,Neutral,App,Hoch,2023-05-03,180
4355,13678,2025-06-06,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Hoch,2025-06-12,160
4356,17255,2024-08-14,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Positiv,Telefon,Mittel,2024-08-23,69
4357,15611,2024-11-12,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2024-11-14,197
4358,3309,2025-05-05,Solar,Technisch,Einspeisevergütung Frage,Negativ,App,Mittel,2025-05-18,66
4359,13540,2023-01-21,Tarif,Vertrag,Umzug melden,Neutral,Telefon,Mittel,2023-01-26,138
4360,15267,2023-11-16,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Niedrig,2023-11-29,46
4361,15589,2024-05-07,Allgemein,Service,Beschwerde,Negativ,Telefon,Niedrig,2024-05-13,35
4362,18304,2025-04-10,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Mittel,2025-04-10,11
4363,1552,2024-06-03,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Hoch,2024-06-08,23
4364,10035,2023-01-04,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Chat,Mittel,2023-01-16,147
4365,17058,2023-12-18,Allgemein,Service,Beschwerde,Negativ,Email,Mittel,2024-01-01,136
4366,15123,2024-12-19,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Niedrig,2024-12-21,68
4367,15835,2023-10-05,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Hoch,2023-10-11,4
4368,19121,2024-03-29,Wallbox,E-Mobility,Wallbox Installation angefragt,Positiv,Chat,Niedrig,2024-04-12,115
4369,19345,2023-11-30,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Mittel,2023-12-06,144
4370,5186,2023-12-14,Allgemein,Service,Lob,Positiv,App,Niedrig,2023-12-18,144
4371,8138,2023-02-05,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,Chat,Mittel,2023-02-07,100
4372,452,2023-07-06,Tarif,Vertrag,Umzug melden,Neutral,Chat,Niedrig,2023-07-09,73
4373,18505,2023-10-21,Tarif,Vertrag,Ökostrom Umstellung,Neutral,App,Mittel,2023-10-24,47
4374,13093,2023-07-22,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Mittel,2023-07-23,149
4375,3138,2023-08-15,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Email,Mittel,2023-08-16,29
4376,6074,2024-02-24,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Kritisch,2024-02-25,149
4377,6897,2023-05-20,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Chat,Mittel,2023-05-25,12
4378,15953,2023-10-03,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Negativ,App,Mittel,2023-10-13,103
4379,548,2023-12-10,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Niedrig,2023-12-20,81
4380,10012,2024-11-20,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Hoch,2024-11-21,137
4381,4487,2024-09-16,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Email,Kritisch,2024-09-16,16
4382,383,2024-02-18,Solar,Technisch,Wechselrichter Fehler,Neutral,App,Mittel,2024-02-23,40
4383,274,2025-01-29,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Mittel,2025-01-31,139
4384,3551,2025-05-01,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Email,Mittel,2025-05-07,25
4385,3500,2024-04-15,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Email,Niedrig,2024-04-20,147
4386,4431,2024-08-25,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Telefon,Mittel,2024-09-04,77
4387,14752,2023-11-23,Allgemein,Service,Informationsanfrage,Neutral,Email,Mittel,2023-11-30,183
4388,17912,2024-03-23,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Email,Mittel,2024-04-04,36
4389,5307,2024-05-23,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,App,Mittel,2024-06-05,97
4390,16695,2025-04-10,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Mittel,2025-04-22,70
4391,9603,2023-09-01,Tarif,Vertrag,Vertragsverlängerung,Positiv,Telefon,Mittel,2023-09-10,121
4392,11766,2023-06-12,Smart Meter,Installation,Smart Meter defekt,Negativ,Telefon,Kritisch,2023-06-18,128
4393,2980,2023-12-07,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2023-12-14,103
4394,2208,2025-02-15,Allgemein,Service,Informationsanfrage,Neutral,Email,Mittel,2025-02-21,100
4395,11754,2024-09-27,Solar,Technisch,Einspeisevergütung Frage,Neutral,App,Niedrig,2024-10-03,166
4396,6021,2024-06-07,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Niedrig,2024-06-15,29
4397,13358,2024-11-06,Wärmepumpe,Technisch,Wartung angefragt,Negativ,Chat,Mittel,2024-11-15,125
4398,18809,2024-01-11,Speicher,Technisch,Kapazität gesunken,Positiv,Email,Niedrig,2024-01-14,137
4399,3129,2025-01-21,Tarif,Vertrag,Preisgarantie Frage,Negativ,Telefon,Niedrig,2025-01-27,38
4400,4875,2023-04-19,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Telefon,Niedrig,2023-04-29,169
4401,14127,2024-12-02,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Email,Hoch,2024-12-04,25
4402,484,2024-12-09,Rechnung,Abrechnung,Rechnungsfrage,Neutral,App,Mittel,2024-12-21,155
4403,13953,2023-02-15,Tarif,Vertrag,Ökostrom Umstellung,Negativ,Telefon,Mittel,2023-02-16,28
4404,12344,2024-09-11,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Telefon,Mittel,2024-09-13,179
4405,3137,2024-06-12,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,App,Niedrig,2024-06-22,8
4406,18679,2024-04-19,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,App,Kritisch,2024-04-23,52
4407,11311,2024-12-31,Tarif,Vertrag,Vertragsverlängerung,Neutral,App,Kritisch,2024-12-31,99
4408,5871,2025-06-20,Allgemein,Service,Beschwerde,Negativ,Telefon,Mittel,2025-07-02,138
4409,11574,2023-01-02,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Hoch,2023-01-02,171
4410,7002,2023-09-29,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Mittel,2023-10-02,59
4411,3018,2024-02-21,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Niedrig,2024-02-24,22
4412,10855,2023-08-14,Allgemein,Service,Informationsanfrage,Negativ,Telefon,Niedrig,2023-08-16,43
4413,7248,2024-07-07,Tarif,Vertrag,Vertragsverlängerung,Positiv,Chat,Hoch,2024-07-11,115
4414,12186,2023-03-10,Smart Meter,Installation,Smart Meter zeigt keine Daten,Positiv,App,Mittel,2023-03-12,129
4415,5308,2023-06-18,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Niedrig,2023-06-23,133
4416,11412,2024-05-24,Speicher,Technisch,Kapazität gesunken,Neutral,Email,Mittel,2024-05-26,11
4417,19642,2023-04-21,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2023-04-27,120
4418,10458,2023-06-25,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Mittel,2023-07-09,32
4419,82,2024-08-10,Speicher,Technisch,Kapazität gesunken,Neutral,Chat,Niedrig,2024-08-17,133
4420,11858,2024-08-07,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Telefon,Hoch,2024-08-09,64
4421,8701,2024-03-28,Solar,Technisch,Solaranlage Ertrag niedrig,Neutral,App,Niedrig,2024-03-28,17
4422,9303,2024-07-17,Solar,Technisch,Wechselrichter Fehler,Negativ,Chat,Hoch,2024-07-23,84
4423,8295,2024-12-02,Wallbox,E-Mobility,Wallbox defekt,Negativ,Email,Kritisch,2024-12-07,179
4424,17583,2023-07-23,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Telefon,Mittel,2023-07-31,34
4425,13343,2024-08-28,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Email,Mittel,2024-09-11,130
4426,1646,2025-03-24,Tarif,Vertrag,Kündigung,Neutral,App,Mittel,2025-04-05,191
4427,14344,2024-09-29,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2024-10-01,104
4428,11438,2024-09-24,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,App,Mittel,2024-10-07,68
4429,12986,2023-01-16,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Email,Mittel,2023-01-30,124
4430,9348,2024-08-15,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,App,Hoch,2024-08-16,80
4431,11551,2023-08-14,Allgemein,Service,Lob,Positiv,Email,Niedrig,2023-08-25,5
4432,6832,2025-05-25,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Mittel,2025-06-02,64
4433,157,2023-03-13,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Chat,Mittel,2023-03-22,136
4434,5550,2025-05-26,Solar,Technisch,Wechselrichter Fehler,Positiv,Chat,Hoch,2025-05-29,117
4435,17550,2024-05-26,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Mittel,2024-06-09,27
4436,2162,2023-01-15,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Kritisch,2023-01-21,135
4437,3483,2025-06-04,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Hoch,2025-06-06,37
4438,15635,2024-05-11,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Hoch,2024-05-15,60
4439,6261,2024-08-26,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Hoch,2024-08-30,167
4440,15550,2023-10-13,Allgemein,Service,Lob,Positiv,App,Niedrig,2023-10-19,84
4441,2072,2025-04-06,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Niedrig,2025-04-20,17
4442,13997,2024-04-05,Rechnung,Abrechnung,Zahlungsplan angefragt,Negativ,Email,Mittel,2024-04-12,89
4443,6232,2023-12-14,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Chat,Hoch,2023-12-19,57
4444,18304,2025-05-14,Allgemein,Service,Informationsanfrage,Neutral,Email,Niedrig,2025-05-24,175
4445,12793,2023-09-12,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Mittel,2023-09-22,6
4446,1407,2024-02-22,Tarif,Vertrag,Umzug melden,Positiv,Telefon,Niedrig,2024-03-02,39
4447,10036,2024-08-05,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Hoch,2024-08-09,200
4448,11063,2023-07-25,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Niedrig,2023-07-26,31
4449,9893,2024-06-18,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Hoch,2024-06-20,123
4450,5561,2024-09-08,Speicher,Technisch,Kapazität gesunken,Negativ,Chat,Mittel,2024-09-15,34
4451,3660,2023-08-13,Wärmepumpe,Technisch,Effizienz zu niedrig,Neutral,Chat,Mittel,2023-08-23,117
4452,16607,2024-09-05,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,App,Hoch,2024-09-06,69
4453,3554,2023-12-25,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Email,Mittel,2024-01-08,142
4454,18266,2023-11-23,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2023-11-23,100
4455,11193,2024-01-26,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,App,Mittel,2024-01-28,93
4456,13485,2024-09-18,Rechnung,Abrechnung,Zahlungsplan angefragt,Neutral,Telefon,Mittel,2024-09-18,113
4457,13025,2025-02-12,Allgemein,Service,Lob,Positiv,Chat,Niedrig,2025-02-15,136
4458,17353,2023-07-23,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Email,Mittel,2023-07-23,123
4459,4411,2024-10-22,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Mittel,2024-10-26,28
4460,3921,2024-05-07,Tarif,Vertrag,Preisgarantie Frage,Neutral,Telefon,Mittel,2024-05-10,117
4461,7434,2025-06-29,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Chat,Mittel,2025-06-29,78
4462,16357,2025-05-04,Wärmepumpe,Technisch,Wartung angefragt,Neutral,Telefon,Hoch,2025-05-10,51
4463,11760,2023-07-13,Solar,Technisch,Wechselrichter Fehler,Neutral,Chat,Niedrig,2023-07-27,151
4464,4090,2024-01-16,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Email,Niedrig,2024-01-25,55
4465,13150,2024-01-05,Wärmepumpe,Technisch,Effizienz zu niedrig,Negativ,Email,Niedrig,2024-01-16,7
4466,11825,2023-12-23,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Mittel,2024-01-05,160
4467,1733,2023-02-27,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Hoch,2023-03-04,129
4468,1476,2023-09-21,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Mittel,2023-09-24,92
4469,9030,2023-06-24,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Chat,Niedrig,2023-07-08,143
4470,16760,2024-09-30,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Chat,Mittel,2024-10-05,64
4471,8109,2023-05-14,Rechnung,Abrechnung,Abschlag zu hoch,Neutral,Telefon,Niedrig,2023-05-16,101
4472,6076,2025-02-07,Solar,Technisch,Monitoring nicht verfügbar,Negativ,App,Hoch,2025-02-08,188
4473,7338,2023-02-12,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Email,Hoch,2023-02-17,102
4474,9312,2023-03-23,Tarif,Vertrag,Preisgarantie Frage,Positiv,Telefon,Niedrig,2023-03-27,1
4475,12171,2024-10-12,Tarif,Vertrag,Preisgarantie Frage,Neutral,Email,Mittel,2024-10-24,198
4476,13200,2025-05-09,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Chat,Mittel,2025-05-19,151
4477,16730,2023-01-17,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,Chat,Hoch,2023-01-20,154
4478,3606,2025-05-21,Smart Meter,Installation,Smart Meter defekt,Negativ,Chat,Kritisch,2025-05-26,101
4479,4254,2025-04-23,Allgemein,Service,Allgemeine Anfrage,Neutral,Chat,Mittel,2025-05-01,173
4480,2617,2023-03-20,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Hoch,2023-03-22,155
4481,15417,2023-05-15,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Email,Kritisch,2023-05-21,146
4482,6652,2024-11-01,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2024-11-01,150
4483,16548,2025-03-20,Allgemein,Service,Informationsanfrage,Neutral,Chat,Niedrig,2025-03-26,198
4484,9486,2025-05-04,Tarif,Vertrag,Tarifwechsel angefragt,Positiv,App,Mittel,2025-05-09,2
4485,921,2023-11-02,Solar,Technisch,Wechselrichter Fehler,Neutral,Chat,Niedrig,2023-11-16,191
4486,8114,2023-12-07,Tarif,Vertrag,Preisgarantie Frage,Neutral,Telefon,Niedrig,2023-12-17,50
4487,7387,2024-03-02,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,App,Niedrig,2024-03-14,158
4488,537,2024-04-05,Allgemein,Service,Beschwerde,Negativ,Chat,Kritisch,2024-04-05,88
4489,13254,2024-09-14,Wallbox,E-Mobility,Wallbox Installation angefragt,Negativ,Chat,Mittel,2024-09-20,65
4490,3289,2024-07-25,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,Email,Niedrig,2024-08-08,8
4491,15404,2025-05-02,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Kritisch,2025-05-04,103
4492,3230,2025-03-06,Smart Meter,Installation,Smart Meter defekt,Negativ,Email,Mittel,2025-03-09,10
4493,18300,2023-04-11,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Hoch,2023-04-14,78
4494,11854,2024-03-13,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Kritisch,2024-03-16,184
4495,12093,2023-05-21,Wärmepumpe,Technisch,Wärmepumpe Störung,Negativ,Chat,Hoch,2023-05-24,46
4496,11427,2023-02-23,Tarif,Vertrag,Ökostrom Umstellung,Neutral,App,Mittel,2023-03-03,10
4497,13056,2024-12-26,Rechnung,Abrechnung,Gutschrift angefragt,Neutral,App,Niedrig,2024-12-31,23
4498,15409,2024-07-03,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Email,Hoch,2024-07-08,199
4499,14391,2023-12-21,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Hoch,2023-12-21,22
4500,2990,2023-12-03,Speicher,Technisch,Speicher lädt nicht,Negativ,Telefon,Mittel,2023-12-17,103
4501,1170,2024-07-24,Wallbox,E-Mobility,App-Verbindung unterbrochen,Negativ,Telefon,Mittel,2024-08-02,6
4502,7886,2024-04-19,Wallbox,E-Mobility,Ladekarte Probleme,Neutral,App,Mittel,2024-04-29,52
4503,1203,2024-02-18,Smart Meter,Installation,Smart Meter App funktioniert nicht,Negativ,App,Hoch,2024-02-24,171
4504,1107,2025-04-29,Allgemein,Service,Lob,Positiv,Email,Niedrig,2025-05-11,181
4505,6328,2024-11-15,Allgemein,Service,Allgemeine Anfrage,Neutral,App,Mittel,2024-11-24,153
4506,17067,2024-12-01,Speicher,Technisch,Batteriespeicher Störung,Negativ,Email,Niedrig,2024-12-15,56
4507,1303,2023-11-20,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Email,Hoch,2023-11-23,126
4508,2607,2023-05-01,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,Telefon,Hoch,2023-05-05,26
4509,2598,2023-03-08,Solar,Technisch,Monitoring nicht verfügbar,Negativ,Telefon,Kritisch,2023-03-14,68
4510,15764,2023-12-05,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Mittel,2023-12-15,58
4511,1565,2025-03-20,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Hoch,2025-03-24,5
4512,18926,2023-05-19,Rechnung,Abrechnung,Abschlag anpassen,Neutral,Email,Mittel,2023-06-01,123
4513,17778,2025-05-10,Rechnung,Abrechnung,Gutschrift angefragt,Positiv,Chat,Mittel,2025-05-21,103
4514,4034,2025-04-05,Tarif,Vertrag,Umzug melden,Neutral,Telefon,Hoch,2025-04-12,131
4515,3342,2023-12-09,Solar,Technisch,Solaranlage produziert nicht,Negativ,Chat,Niedrig,2023-12-20,147
4516,15634,2024-07-05,Speicher,Technisch,Batteriespeicher Störung,Negativ,App,Kritisch,2024-07-09,146
4517,15393,2024-04-20,Wärmepumpe,Technisch,Wartung angefragt,Neutral,App,Mittel,2024-04-24,106
4518,11159,2023-05-13,Allgemein,Service,Allgemeine Anfrage,Negativ,Chat,Mittel,2023-05-25,39
4519,886,2024-05-11,Speicher,Technisch,Speicher lädt nicht,Negativ,App,Hoch,2024-05-18,159
4520,13080,2025-04-30,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Hoch,2025-05-05,128
4521,7459,2024-05-08,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Telefon,Niedrig,2024-05-18,125
4522,7832,2024-12-22,Tarif,Vertrag,Vertragsverlängerung,Neutral,Chat,Hoch,2024-12-27,84
4523,7599,2023-02-12,Speicher,Technisch,Batteriespeicher Störung,Negativ,Telefon,Hoch,2023-02-12,178
4524,5059,2024-01-05,Speicher,Technisch,Batteriespeicher Störung,Negativ,Chat,Mittel,2024-01-16,181
4525,14,2025-04-02,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,App,Mittel,2025-04-05,107
4526,1096,2025-03-07,Wallbox,E-Mobility,Wallbox Installation angefragt,Neutral,Telefon,Mittel,2025-03-09,120
4527,10998,2023-07-11,Smart Meter,Installation,Smart Meter Ablesung fehlerhaft,Neutral,Chat,Mittel,2023-07-19,106
4528,3181,2024-03-09,Wallbox,E-Mobility,Wallbox defekt,Negativ,Telefon,Mittel,2024-03-09,191
4529,3745,2024-07-23,Wärmepumpe,Technisch,Wärmepumpe läuft nicht,Negativ,App,Hoch,2024-07-25,160
4530,8443,2024-07-03,Smart Meter,Installation,Smart Meter defekt,Negativ,App,Mittel,2024-07-04,39
4531,15695,2025-02-10,Rechnung,Abrechnung,Abschlag anpassen,Neutral,App,Mittel,2025-02-22,92
4532,18608,2024-01-22,Wallbox,E-Mobility,Wallbox lädt nicht,Negativ,Telefon,Hoch,2024-01-29,114
4533,800,2024-04-02,Rechnung,Abrechnung,Rechnungsfrage,Neutral,Chat,Mittel,2024-04-04,133
4534,14230,2023-07-15,Speicher,Technisch,Kapazität gesunken,Negativ,Chat,Hoch,2023-07-21,14
4535,806,2025-02-06,Wallbox,E-Mobility,App-Verbindung unterbrochen,Neutral,Telefon,Mittel,2025-02-19,64
4536,7160,2025-03-11,Speicher,Technisch,Speicher lädt nicht,Negativ,Chat,Hoch,2025-03-17,65
4537,10267,2024-04-09,Tarif,Vertrag,Ökostrom Umstellung,Neutral,Chat,Mittel,2024-04-11,3
4538,10014,2025-02-07,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Hoch,2025-02-12,113
4539,14684,2023-06-29,Allgemein,Service,Beschwerde,Negativ,Telefon,Niedrig,2023-07-12,80
4540,968,2023-12-06,Tarif,Vertrag,Umzug melden,Neutral,App,Mittel,2023-12-18,177
4541,1815,2024-07-07,Allgemein,Service,Beschwerde,Negativ,Chat,Hoch,2024-07-13,107
4542,15756,2025-06-19,Smart Meter,Installation,Smart Meter Installation angefragt,Neutral,Chat,Niedrig,2025-07-02,57
4543,15454,2023-10-16,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Hoch,2023-10-21,120
4544,3852,2023-09-18,Rechnung,Abrechnung,Zahlungsplan angefragt,Negativ,Chat,Niedrig,2023-09-18,161
4545,1331,2024-07-26,Smart Meter,Installation,Smart Meter zeigt keine Daten,Neutral,Telefon,Mittel,2024-08-01,197
4546,10708,2023-10-16,Wallbox,E-Mobility,Ladekarte Probleme,Negativ,App,Niedrig,2023-10-21,195
4547,4072,2024-10-05,Tarif,Vertrag,Tarifwechsel angefragt,Neutral,Telefon,Mittel,2024-10-16,46
4548,4047,2023-10-14,Wärmepumpe,Technisch,Geräuschentwicklung zu hoch,Neutral,App,Hoch,2023-10-18,155
4549,18818,2025-03-18,Allgemein,Service,Allgemeine Anfrage,Positiv,App,Mittel,2025-04-01,117
4550,17702,2023-08-03,Solar,Technisch,Einspeisevergütung Frage,Neutral,Telefon,Mittel,2023-08-10,79
4551,4404,2024-12-14,Speicher,Technisch,Speicher lädt nicht,Negativ,Email,Mittel,2024-12-21,131
4552,16492,2023-06-09,Wärmepumpe,Technisch,Fehlercode E01 angezeigt,Neutral,Email,Mittel,2023-06-12,100
